real_1,est_1,real_2,est_2,real_1∪2,est_1∪2,real_1∩2,est_1∩2,real_jaccard,est_jaccard,jaccard_error
20020000, 20047181, 20020000, 20022122, 40000000, 40006808, 40000, 39507, 0.001, 9.875297546386719E-4,1.2470245361328145
20020000, 20046369, 20020000, 20021270, 40000000, 40005620, 40000, 38304, 0.001, 9.57489013671875E-4,4.251098632812502
20020000, 20048383, 20020000, 20021943, 40000000, 40007142, 40000, 40576, 0.001, 0.0010142326354980469,-1.4232635498046853
25002500, 25030982, 25002500, 24999509, 50000000, 50003820, 5000, 4959, 1.0E-4, 9.918212890625E-5,0.8178710937500048
25002500, 25031763, 25002500, 24999815, 50000000, 50004003, 5000, 5031, 1.0E-4, 1.0061264038085938E-4,-0.6126403808593702
25002500, 25031245, 25002500, 25000150, 50000000, 50004245, 5000, 4840, 1.0E-4, 9.679794311523438E-5,3.2020568847656294
25002500, 25031025, 25002500, 24999147, 50000000, 50003685, 5000, 4673, 1.0E-4, 9.34600830078125E-5,6.5399169921875036
25002500, 25031706, 25002500, 24999745, 50000000, 50003500, 5000, 4458, 1.0E-4, 8.916854858398438E-5,10.831451416015629
25005000, 25035244, 25005000, 25002468, 50000000, 50003021, 10000, 9894, 2.0E-4, 1.9788742065429688E-4,1.0562896728515672
25005000, 25033851, 25005000, 25002216, 50000000, 50001697, 10000, 9513, 2.0E-4, 1.9025802612304688E-4,4.870986938476567
25005000, 25035023, 25005000, 25001607, 50000000, 50003502, 10000, 9608, 2.0E-4, 1.9216537475585938E-4,3.917312622070317
25005000, 25034496, 25005000, 25002673, 50000000, 50004095, 10000, 10872, 2.0E-4, 2.17437744140625E-4,-8.718872070312495
25005000, 25033796, 25005000, 25002611, 50000000, 50002801, 10000, 9918, 2.0E-4, 1.983642578125E-4,0.8178710937500048
25007500, 25036868, 25007500, 25004859, 50000000, 50003124, 15000, 15283, 3.0E-4, 3.056526184082031E-4,-1.8842061360677174
25007500, 25036058, 25007500, 25004581, 50000000, 50001772, 15000, 14281, 3.0E-4, 2.856254577636719E-4,4.791514078776033
25007500, 25036328, 25007500, 25005402, 50000000, 50002125, 15000, 14997, 3.0E-4, 2.999305725097656E-4,0.023142496744782907
25007500, 25037753, 25007500, 25004989, 50000000, 50004198, 15000, 15975, 3.0E-4, 3.1948089599609375E-4,-6.493631998697926
25007500, 25035872, 25007500, 25005302, 50000000, 50003488, 15000, 15474, 3.0E-4, 3.094673156738281E-4,-3.155771891276051
25010000, 25039277, 25010000, 25007213, 50000000, 50002980, 20000, 19789, 4.0E-4, 3.9577484130859375E-4,1.0562896728515672
25010000, 25039603, 25010000, 25007282, 50000000, 50003888, 20000, 20815, 4.0E-4, 4.162788391113281E-4,-4.069709777832026
25010000, 25038858, 25010000, 25007421, 50000000, 50004050, 20000, 21077, 4.0E-4, 4.215240478515625E-4,-5.381011962890621
25010000, 25037406, 25010000, 25008008, 50000000, 50001862, 20000, 19717, 4.0E-4, 3.943443298339844E-4,1.413917541503911
25010000, 25037218, 25010000, 25006315, 50000000, 50001669, 20000, 18239, 4.0E-4, 3.647804260253906E-4,8.804893493652347
25012500, 25041804, 25012500, 25009694, 50000000, 50004286, 25000, 25226, 5.0E-4, 5.044937133789062E-4,-0.8987426757812479
25012500, 25041966, 25012500, 25009487, 50000000, 50003087, 25000, 24296, 5.0E-4, 4.858970642089844E-4,2.820587158203127
25012500, 25041616, 25012500, 25011063, 50000000, 50002512, 25000, 25678, 5.0E-4, 5.135536193847656E-4,-2.710723876953123
25012500, 25041033, 25012500, 25009466, 50000000, 50001314, 25000, 23842, 5.0E-4, 4.76837158203125E-4,4.632568359375002
25012500, 25042041, 25012500, 25009973, 50000000, 50004284, 25000, 25918, 5.0E-4, 5.183219909667969E-4,-3.664398193359373
25015000, 25043322, 25015000, 25012308, 50000000, 50001284, 30000, 29230, 6.0E-4, 5.846023559570312E-4,2.5662740071614496
25015000, 25041768, 25015000, 25013673, 50000000, 50001689, 30000, 29564, 6.0E-4, 5.91278076171875E-4,1.453653971354158
25015000, 25043315, 25015000, 25012645, 50000000, 50002919, 30000, 29589, 6.0E-4, 5.917549133300781E-4,1.374181111653637
25015000, 25042775, 25015000, 25013017, 50000000, 50002769, 30000, 28897, 6.0E-4, 5.779266357421875E-4,3.6788940429687416
25015000, 25041784, 25015000, 25012336, 50000000, 50001266, 30000, 29135, 6.0E-4, 5.826950073242188E-4,2.884165445963533
25017500, 25047525, 25017500, 25016281, 50000000, 50004445, 35000, 35909, 7.0E-4, 7.181167602539062E-4,-2.5881086077008937
25017500, 25045142, 25017500, 25017693, 50000000, 50002283, 35000, 34834, 7.0E-4, 6.966590881347656E-4,0.4772731236049097
25017500, 25046497, 25017500, 25016701, 50000000, 50003472, 35000, 35002, 7.0E-4, 6.999969482421875E-4,4.3596540178469825E-4
25017500, 25044190, 25017500, 25016118, 50000000, 50000852, 35000, 35095, 7.0E-4, 7.01904296875E-4,-0.27204241071428675
25017500, 25045878, 25017500, 25014799, 50000000, 50003301, 35000, 34239, 7.0E-4, 6.847381591796875E-4,2.1802629743303563
25020000, 25045861, 25020000, 25019661, 50000000, 50001225, 40000, 40031, 8.0E-4, 8.006095886230469E-4,-0.07619857788085457
25020000, 25048047, 25020000, 25017925, 50000000, 50001955, 40000, 39936, 8.0E-4, 7.987022399902344E-4,0.1622200012207079
25020000, 25048433, 25020000, 25019171, 50000000, 50004775, 40000, 40582, 8.0E-4, 8.115768432617188E-4,-1.4471054077148389
25020000, 25049819, 25020000, 25018872, 50000000, 50002170, 40000, 39507, 8.0E-4, 7.901191711425781E-4,1.235103607177739
25020000, 25050185, 25020000, 25017740, 50000000, 50002410, 40000, 40056, 8.0E-4, 8.0108642578125E-4,-0.1358032226562452
25022500, 25051627, 25022500, 25019968, 50000000, 49999919, 45000, 44226, 9.0E-4, 8.845329284667969E-4,1.7185635036892335
25022500, 25050103, 25022500, 25019761, 50000000, 49999165, 45000, 43081, 9.0E-4, 8.616447448730469E-4,4.2616950141059
25022500, 25050584, 25022500, 25020129, 50000000, 50001615, 45000, 44561, 9.0E-4, 8.912086486816406E-4,0.976816813151039
25022500, 25051211, 25022500, 25021739, 50000000, 50004919, 45000, 45327, 9.0E-4, 9.064674377441406E-4,-0.7186041937934056
25022500, 25049193, 25022500, 25019478, 50000000, 50000331, 45000, 42701, 9.0E-4, 8.540153503417969E-4,5.109405517578122
25025000, 25054151, 25025000, 25023743, 50000000, 50002925, 50000, 50380, 0.001, 0.0010075569152832031,-0.7556915283203104
25025000, 25055159, 25025000, 25023149, 50000000, 50000789, 50000, 50760, 0.001, 0.0010151863098144531,-1.5186309814453103
25025000, 25053349, 25025000, 25023021, 50000000, 50002278, 50000, 49331, 0.001, 9.865760803222656E-4,1.3423919677734395
25025000, 25055008, 25025000, 25023364, 50000000, 50003980, 50000, 51550, 0.001, 0.0010309219360351562,-3.092193603515623
25025000, 25052336, 25025000, 25024168, 50000000, 50001969, 50000, 51118, 0.001, 0.0010223388671875,-2.233886718749998
30003000, 30024394, 30003000, 30002752, 60000000, 60010338, 6000, 6581, 1.0E-4, 1.0967254638671875E-4,-9.672546386718745
30003000, 30023687, 30003000, 30001765, 60000000, 60009141, 6000, 5722, 1.0E-4, 9.5367431640625E-5,4.632568359375004
30003000, 30023651, 30003000, 30001912, 60000000, 60008092, 6000, 5980, 1.0E-4, 9.965896606445312E-5,0.3410339355468798
30003000, 30024166, 30003000, 30003089, 60000000, 60009553, 6000, 6581, 1.0E-4, 1.0967254638671875E-4,-9.672546386718745
30006000, 30026481, 30006000, 30004743, 60000000, 60008891, 12000, 11131, 2.0E-4, 1.8548965454101562E-4,7.255172729492191
30003000, 30023392, 30003000, 30002186, 60000000, 60008898, 6000, 6266, 1.0E-4, 1.0442733764648438E-4,-4.42733764648437
30006000, 30027944, 30006000, 30004190, 60000000, 60008720, 12000, 12361, 2.0E-4, 2.0599365234375E-4,-2.996826171874995
30006000, 30026253, 30006000, 30004264, 60000000, 60007822, 12000, 11617, 2.0E-4, 1.9359588623046875E-4,3.2020568847656294
30006000, 30027305, 30006000, 30003767, 60000000, 60007532, 12000, 11645, 2.0E-4, 1.9407272338867188E-4,2.963638305664067
30006000, 30026173, 30006000, 30005022, 60000000, 60009218, 12000, 11760, 2.0E-4, 1.9598007202148438E-4,2.0099639892578174
30009000, 30031001, 30009000, 30007521, 60000000, 60008968, 18000, 18141, 3.0E-4, 3.0231475830078125E-4,-0.7715861002604255
30009000, 30030798, 30009000, 30007865, 60000000, 60010372, 18000, 17770, 3.0E-4, 2.961158752441406E-4,1.2947082519531163
30009000, 30030145, 30009000, 30008118, 60000000, 60010166, 18000, 18170, 3.0E-4, 3.027915954589844E-4,-0.9305318196614671
30009000, 30030332, 30009000, 30007839, 60000000, 60009760, 18000, 18828, 3.0E-4, 3.1375885009765625E-4,-4.586283365885426
30009000, 30029552, 30009000, 30006225, 60000000, 60008763, 18000, 17197, 3.0E-4, 2.865791320800781E-4,4.47362263997395
30012000, 30034149, 30012000, 30010548, 60000000, 60009701, 24000, 23034, 4.0E-4, 3.838539123535156E-4,4.036521911621098
30012000, 30032902, 30012000, 30010622, 60000000, 60009005, 24000, 23006, 4.0E-4, 3.833770751953125E-4,4.155731201171879
30012000, 30034593, 30012000, 30011088, 60000000, 60010210, 24000, 23464, 4.0E-4, 3.910064697265625E-4,2.24838256835938
30012000, 30032308, 30012000, 30012086, 60000000, 60009002, 24000, 23721, 4.0E-4, 3.952980041503906E-4,1.1754989624023484
30012000, 30032432, 30012000, 30012084, 60000000, 60011078, 24000, 25038, 4.0E-4, 4.172325134277344E-4,-4.308128356933588
30015000, 30034995, 30015000, 30013912, 60000000, 60010064, 30000, 30045, 5.0E-4, 5.006790161132812E-4,-0.13580322265624792
30015000, 30036792, 30015000, 30013200, 60000000, 60007906, 30000, 28928, 5.0E-4, 4.820823669433594E-4,3.583526611328127
30015000, 30037823, 30015000, 30014507, 60000000, 60011467, 30000, 31019, 5.0E-4, 5.168914794921875E-4,-3.378295898437498
30015000, 30035374, 30015000, 30012732, 60000000, 60010528, 30000, 29130, 5.0E-4, 4.8542022705078125E-4,2.915954589843752
30015000, 30035304, 30015000, 30012642, 60000000, 60007516, 30000, 29186, 5.0E-4, 4.863739013671875E-4,2.725219726562502
30018000, 30040998, 30018000, 30017313, 60000000, 60010985, 36000, 35683, 6.0E-4, 5.946159362792969E-4,0.8973439534505121
30018000, 30038639, 30018000, 30016316, 60000000, 60010925, 36000, 36370, 6.0E-4, 6.060600280761719E-4,-1.0100046793619881
30018000, 30040446, 30018000, 30017123, 60000000, 60008822, 36000, 35624, 6.0E-4, 5.936622619628906E-4,1.0562896728515538
30018000, 30039449, 30018000, 30018167, 60000000, 60011408, 36000, 35597, 6.0E-4, 5.931854248046875E-4,1.1357625325520746
30018000, 30040693, 30018000, 30016755, 60000000, 60011284, 36000, 38030, 6.0E-4, 6.337165832519531E-4,-5.619430541992196
30021000, 30043609, 30021000, 30020211, 60000000, 60011686, 42000, 41779, 7.0E-4, 6.961822509765625E-4,0.5453927176339276
30021000, 30040823, 30021000, 30020142, 60000000, 60010605, 42000, 42522, 7.0E-4, 7.085800170898438E-4,-1.2257167271205367
30021000, 30043324, 30021000, 30018449, 60000000, 60009383, 42000, 42006, 7.0E-4, 6.999969482421875E-4,4.3596540178469825E-4
30021000, 30045388, 30021000, 30021471, 60000000, 60011586, 42000, 41979, 7.0E-4, 6.995201110839844E-4,0.06855555943080256
30021000, 30043325, 30021000, 30019839, 60000000, 60009534, 42000, 41977, 7.0E-4, 6.995201110839844E-4,0.06855555943080256
30024000, 30044279, 30024000, 30021481, 60000000, 60007462, 48000, 46669, 8.0E-4, 7.777214050292969E-4,2.784824371337895
30024000, 30045759, 30024000, 30021735, 60000000, 60009695, 48000, 47615, 8.0E-4, 7.9345703125E-4,0.8178710937500048
30024000, 30045972, 30024000, 30023872, 60000000, 60008458, 48000, 48272, 8.0E-4, 8.044242858886719E-4,-0.5530357360839796
30024000, 30046717, 30024000, 30022297, 60000000, 60008974, 48000, 47070, 8.0E-4, 7.843971252441406E-4,1.9503593444824265
30024000, 30048030, 30024000, 30024112, 60000000, 60010042, 48000, 48759, 8.0E-4, 8.12530517578125E-4,-1.5663146972656201
30027000, 30047982, 30027000, 30026471, 60000000, 60005659, 54000, 52762, 9.0E-4, 8.792877197265625E-4,2.301364474826386
30027000, 30048602, 30027000, 30026079, 60000000, 60007552, 54000, 51562, 9.0E-4, 8.592605590820312E-4,4.52660454644097
30027000, 30046847, 30027000, 30026104, 60000000, 60006912, 54000, 53793, 9.0E-4, 8.96453857421875E-4,0.3940158420138862
30027000, 30048810, 30027000, 30028430, 60000000, 60008235, 54000, 54080, 9.0E-4, 9.012222290039062E-4,-0.13580322265625275
30027000, 30050534, 30027000, 30026767, 60000000, 60011048, 54000, 55599, 9.0E-4, 9.264945983886719E-4,-2.943844265407989
30030000, 30051664, 30030000, 30031238, 60000000, 60010374, 60000, 58661, 0.001, 9.775161743164062E-4,2.248382568359377
30030000, 30052989, 30030000, 30031630, 60000000, 60012679, 60000, 59722, 0.001, 9.951591491699219E-4,0.48408508300781455
30030000, 30051680, 30030000, 30029497, 60000000, 60008935, 60000, 60376, 0.001, 0.0010061264038085938,-0.6126403808593729
30030000, 30050299, 30030000, 30030785, 60000000, 60012473, 60000, 61410, 0.001, 0.0010232925415039062,-2.329254150390623
30030000, 30054143, 30030000, 30030305, 60000000, 60010064, 60000, 60349, 0.001, 0.0010056495666503906,-0.5649566650390604
35003500, 35012933, 35003500, 34996249, 70000000, 69981112, 7000, 6607, 1.0E-4, 9.441375732421875E-5,5.5862426757812536
35003500, 35012150, 35003500, 34996971, 70000000, 69981252, 7000, 7207, 1.0E-4, 1.02996826171875E-4,-2.996826171874995
35003500, 35012676, 35003500, 34996514, 70000000, 69979709, 7000, 6907, 1.0E-4, 9.870529174804688E-5,1.2947082519531297
35003500, 35013682, 35003500, 34997820, 70000000, 69982903, 7000, 7675, 1.0E-4, 1.0967254638671875E-4,-9.672546386718745
35003500, 35013388, 35003500, 34997457, 70000000, 69981499, 7000, 6807, 1.0E-4, 9.72747802734375E-5,2.7252197265625044
35007000, 35016154, 35007000, 35000594, 70000000, 69979745, 14000, 13881, 2.0E-4, 1.983642578125E-4,0.8178710937500048
35007000, 35015761, 35007000, 35000030, 70000000, 69980215, 14000, 13280, 2.0E-4, 1.8978118896484375E-4,5.109405517578129
35007000, 35018115, 35007000, 34999564, 70000000, 69982440, 14000, 14649, 2.0E-4, 2.0933151245117188E-4,-4.665756225585932
35007000, 35014583, 35007000, 35001224, 70000000, 69982328, 14000, 15250, 2.0E-4, 2.1791458129882812E-4,-8.957290649414057
35007000, 35016154, 35007000, 35001558, 70000000, 69981595, 14000, 14115, 2.0E-4, 2.0170211791992188E-4,-0.8510589599609326
35010500, 35019711, 35010500, 35002689, 70000000, 69980071, 21000, 21489, 3.0E-4, 3.070831298828125E-4,-2.3610432942708424
35010500, 35019826, 35010500, 35002361, 70000000, 69981792, 21000, 21657, 3.0E-4, 3.094673156738281E-4,-3.155771891276051
35010500, 35018195, 35010500, 35002782, 70000000, 69981918, 21000, 20889, 3.0E-4, 2.9850006103515625E-4,0.49997965494790797
35010500, 35019037, 35010500, 35003670, 70000000, 69981381, 21000, 22290, 3.0E-4, 3.185272216796875E-4,-6.175740559895843
35010500, 35020575, 35010500, 35003865, 70000000, 69980570, 21000, 22290, 3.0E-4, 3.185272216796875E-4,-6.175740559895843
35014000, 35024499, 35014000, 35007087, 70000000, 69982010, 28000, 27630, 4.0E-4, 3.948211669921875E-4,1.2947082519531297
35014000, 35023163, 35014000, 35006745, 70000000, 69979817, 28000, 28396, 4.0E-4, 4.057884216308594E-4,-1.4471054077148389
35014000, 35023353, 35014000, 35005972, 70000000, 69980497, 28000, 28330, 4.0E-4, 4.048347473144531E-4,-1.2086868286132764
35014000, 35023928, 35014000, 35006489, 70000000, 69982206, 28000, 29265, 4.0E-4, 4.181861877441406E-4,-4.546546936035151
35014000, 35024571, 35014000, 35005001, 70000000, 69979767, 28000, 27329, 4.0E-4, 3.905296325683594E-4,2.367591857910161
35017500, 35025254, 35017500, 35010267, 70000000, 69979252, 35000, 36071, 5.0E-4, 5.154609680175781E-4,-3.092193603515623
35017500, 35027998, 35017500, 35010264, 70000000, 69982399, 35000, 35806, 5.0E-4, 5.116462707519531E-4,-2.329254150390623
35017500, 35026404, 35017500, 35008299, 70000000, 69979285, 35000, 33869, 5.0E-4, 4.839897155761719E-4,3.202056884765627
35017500, 35022208, 35017500, 35009197, 70000000, 69976827, 35000, 33200, 5.0E-4, 4.744529724121094E-4,5.109405517578127
35021000, 35028089, 35021000, 35012430, 70000000, 69978331, 42000, 40509, 6.0E-4, 5.788803100585938E-4,3.5199483235677
35017500, 35027246, 35017500, 35009768, 70000000, 69980485, 35000, 35237, 5.0E-4, 5.035400390625E-4,-0.7080078124999979
35021000, 35029530, 35021000, 35012950, 70000000, 69979826, 42000, 41010, 6.0E-4, 5.860328674316406E-4,2.327855428059887
35021000, 35030556, 35021000, 35014064, 70000000, 69979385, 42000, 43179, 6.0E-4, 6.170272827148438E-4,-2.8378804524739674
35021000, 35031280, 35021000, 35014736, 70000000, 69982037, 42000, 43814, 6.0E-4, 6.260871887207031E-4,-4.347864786783863
35021000, 35032381, 35021000, 35012085, 70000000, 69980610, 42000, 42112, 6.0E-4, 6.017684936523438E-4,-0.29474894205730046
35024500, 35032343, 35024500, 35013926, 70000000, 69978969, 49000, 49418, 7.0E-4, 7.061958312988281E-4,-0.8851187569754475
35024500, 35035681, 35024500, 35016470, 70000000, 69981544, 49000, 48753, 7.0E-4, 6.966590881347656E-4,0.4772731236049097
35024500, 35034256, 35024500, 35014732, 70000000, 69978928, 49000, 50319, 7.0E-4, 7.190704345703125E-4,-2.7243477957589297
35024500, 35031044, 35024500, 35015811, 70000000, 69979686, 49000, 49486, 7.0E-4, 7.071495056152344E-4,-1.021357945033483
35024500, 35034012, 35024500, 35016494, 70000000, 69980653, 49000, 48786, 7.0E-4, 6.971359252929688E-4,0.40915352957589185
35028000, 35039639, 35028000, 35021477, 70000000, 69982073, 56000, 57730, 8.0E-4, 8.249282836914062E-4,-3.1160354614257764
35028000, 35037802, 35028000, 35020095, 70000000, 69980298, 56000, 58896, 8.0E-4, 8.416175842285156E-4,-5.202198028564449
35028000, 35037563, 35028000, 35019790, 70000000, 69983455, 56000, 57964, 8.0E-4, 8.282661437988281E-4,-3.5332679748535107
35028000, 35035474, 35028000, 35022084, 70000000, 69982265, 56000, 56161, 8.0E-4, 8.025169372558594E-4,-0.31461715698241705
35028000, 35035325, 35028000, 35021616, 70000000, 69977520, 56000, 55657, 8.0E-4, 7.953643798828125E-4,0.5794525146484423
35031500, 35039184, 35031500, 35024261, 70000000, 69981888, 63000, 62835, 9.0E-4, 8.978843688964844E-4,0.2350701226128445
35031500, 35041566, 35031500, 35023390, 70000000, 69982060, 63000, 62802, 9.0E-4, 8.974075317382812E-4,0.2880520290798584
35031500, 35042122, 35031500, 35024004, 70000000, 69983439, 63000, 63571, 9.0E-4, 9.083747863769531E-4,-0.9305318196614611
35031500, 35039882, 35031500, 35022342, 70000000, 69981721, 63000, 62168, 9.0E-4, 8.883476257324219E-4,1.2947082519531223
35031500, 35041275, 35031500, 35026061, 70000000, 69984499, 63000, 64272, 9.0E-4, 9.183883666992188E-4,-2.0431518554687527
35035000, 35044548, 35035000, 35023239, 70000000, 69979453, 70000, 67938, 0.001, 9.708404541015625E-4,2.915954589843752
35035000, 35044628, 35035000, 35024753, 70000000, 69980897, 70000, 68507, 0.001, 9.789466857910156E-4,2.1053314208984397
35035000, 35044738, 35035000, 35025260, 70000000, 69983157, 70000, 72080, 0.001, 0.00102996826171875,-2.996826171874998
35035000, 35045542, 35035000, 35026078, 70000000, 69981937, 70000, 69376, 0.001, 9.913444519042969E-4,0.8655548095703146
35035000, 35044454, 35035000, 35023713, 70000000, 69978288, 70000, 69639, 0.001, 9.951591491699219E-4,0.48408508300781455
40004000, 40011602, 40004000, 40023448, 80000000, 80025217, 8000, 8318, 1.0E-4, 1.0395050048828125E-4,-3.950500488281245
40004000, 40011539, 40004000, 40023226, 80000000, 80026792, 8000, 8166, 1.0E-4, 1.0204315185546875E-4,-2.043151855468745
40004000, 40011792, 40004000, 40023576, 80000000, 80025831, 8000, 7746, 1.0E-4, 9.679794311523438E-5,3.2020568847656294
40004000, 40012073, 40004000, 40023400, 80000000, 80025660, 8000, 8471, 1.0E-4, 1.0585784912109375E-4,-5.857849121093746
40004000, 40011683, 40004000, 40022768, 80000000, 80026083, 8000, 7898, 1.0E-4, 9.870529174804688E-5,1.2947082519531297
40008000, 40014561, 40008000, 40024803, 80000000, 80021219, 16000, 13736, 2.0E-4, 1.71661376953125E-4,14.169311523437504
40008000, 40014690, 40008000, 40026260, 80000000, 80023873, 16000, 16827, 2.0E-4, 2.1028518676757812E-4,-5.142593383789058
40008000, 40015076, 40008000, 40028338, 80000000, 80024012, 16000, 16331, 2.0E-4, 2.040863037109375E-4,-2.043151855468745
40008000, 40014257, 40008000, 40025421, 80000000, 80022777, 16000, 14423, 2.0E-4, 1.8024444580078125E-4,9.877777099609379
40008000, 40015975, 40008000, 40026994, 80000000, 80026412, 16000, 16752, 2.0E-4, 2.0933151245117188E-4,-4.665756225585932
40012000, 40019345, 40012000, 40032253, 80000000, 80023893, 24000, 24841, 3.0E-4, 3.104209899902344E-4,-3.473663330078134
40012000, 40020125, 40012000, 40030385, 80000000, 80025156, 24000, 24536, 3.0E-4, 3.066062927246094E-4,-2.2020975748698004
40012000, 40021136, 40012000, 40031308, 80000000, 80025431, 24000, 25070, 3.0E-4, 3.132820129394531E-4,-4.427337646484384
40012000, 40018848, 40012000, 40029635, 80000000, 80022175, 24000, 23085, 3.0E-4, 2.884864807128906E-4,3.837839762369783
40016000, 40023552, 40016000, 40036213, 80000000, 80021823, 32000, 32357, 4.0E-4, 4.0435791015625E-4,-1.0894775390624951
40012000, 40018650, 40012000, 40031330, 80000000, 80024815, 24000, 24497, 3.0E-4, 3.0612945556640625E-4,-2.043151855468759
40016000, 40023121, 40016000, 40035837, 80000000, 80023656, 32000, 31556, 4.0E-4, 3.943443298339844E-4,1.413917541503911
40016000, 40025044, 40016000, 40037365, 80000000, 80023817, 32000, 32701, 4.0E-4, 4.086494445800781E-4,-2.1623611450195264
40016000, 40022660, 40016000, 40035299, 80000000, 80023209, 32000, 31518, 4.0E-4, 3.9386749267578125E-4,1.5331268310546922
40016000, 40024356, 40016000, 40034974, 80000000, 80022793, 32000, 32586, 4.0E-4, 4.0721893310546875E-4,-1.8047332763671826
40020000, 40027302, 40020000, 40038887, 80000000, 80020384, 40000, 38767, 5.0E-4, 4.84466552734375E-4,3.106689453125002
40020000, 40029645, 40020000, 40040532, 80000000, 80025823, 40000, 41975, 5.0E-4, 5.245208740234375E-4,-4.904174804687498
40020000, 40027881, 40020000, 40038291, 80000000, 80024133, 40000, 40066, 5.0E-4, 5.006790161132812E-4,-0.13580322265624792
40020000, 40028467, 40020000, 40038305, 80000000, 80022145, 40000, 40828, 5.0E-4, 5.102157592773438E-4,-2.043151855468748
40024000, 40032211, 40024000, 40042236, 80000000, 80021860, 48000, 48841, 6.0E-4, 6.103515625E-4,-1.7252604166666756
40020000, 40026132, 40020000, 40038329, 80000000, 80020915, 40000, 39187, 5.0E-4, 4.897117614746094E-4,2.057647705078127
40024000, 40030190, 40024000, 40041426, 80000000, 80019082, 48000, 46474, 6.0E-4, 5.807876586914062E-4,3.2020568847656166
40024000, 40031956, 40024000, 40043046, 80000000, 80023022, 48000, 47926, 6.0E-4, 5.98907470703125E-4,0.1820882161458246
40024000, 40031855, 40024000, 40040035, 80000000, 80022152, 48000, 46628, 6.0E-4, 5.826950073242188E-4,2.884165445963533
40024000, 40032818, 40024000, 40041939, 80000000, 80020671, 48000, 46703, 6.0E-4, 5.83648681640625E-4,2.7252197265624916
40028000, 40037021, 40028000, 40048093, 80000000, 80023310, 56000, 59564, 7.0E-4, 7.443428039550781E-4,-6.334686279296876
40028000, 40033937, 40028000, 40045681, 80000000, 80021283, 56000, 55327, 7.0E-4, 6.914138793945312E-4,1.226588657924106
40028000, 40033690, 40028000, 40047472, 80000000, 80018712, 56000, 55593, 7.0E-4, 6.947517395019531E-4,0.7497514997209811
40028000, 40033703, 40028000, 40045759, 80000000, 80022919, 56000, 56321, 7.0E-4, 7.038116455078125E-4,-0.5445207868303582
40028000, 40033368, 40028000, 40046071, 80000000, 80019253, 56000, 55059, 7.0E-4, 6.880760192871094E-4,1.703425816127231
40032000, 40036614, 40032000, 40049581, 80000000, 80017563, 64000, 61010, 8.0E-4, 7.624626159667969E-4,4.692173004150395
40032000, 40037765, 40032000, 40050527, 80000000, 80023167, 64000, 65212, 8.0E-4, 8.149147033691406E-4,-1.8643379211425732
40032000, 40040428, 40032000, 40049171, 80000000, 80021883, 64000, 64982, 8.0E-4, 8.120536804199219E-4,-1.5067100524902295
40032000, 40038650, 40032000, 40049428, 80000000, 80019953, 64000, 63454, 8.0E-4, 7.929801940917969E-4,0.8774757385253954
40032000, 40040003, 40032000, 40051318, 80000000, 80022391, 64000, 63303, 8.0E-4, 7.910728454589844E-4,1.1158943176269578
40036000, 40040449, 40036000, 40052399, 80000000, 80022689, 72000, 70935, 9.0E-4, 8.864402770996094E-4,1.506635877821178
40036000, 40045355, 40036000, 40057652, 80000000, 80023901, 72000, 73569, 9.0E-4, 9.19342041015625E-4,-2.149115668402781
40036000, 40045156, 40036000, 40056181, 80000000, 80025203, 72000, 72502, 9.0E-4, 9.059906005859375E-4,-0.6656222873263916
40036000, 40041315, 40036000, 40055087, 80000000, 80022710, 72000, 70172, 9.0E-4, 8.769035339355469E-4,2.566274007161456
40036000, 40044827, 40036000, 40052648, 80000000, 80025930, 72000, 74448, 9.0E-4, 9.303092956542969E-4,-3.3676995171441
40040000, 40048830, 40040000, 40060004, 80000000, 80025577, 80000, 79600, 0.001, 9.946823120117188E-4,0.5317687988281271
40040000, 40046263, 40040000, 40062104, 80000000, 80024294, 80000, 80361, 0.001, 0.0010042190551757812,-0.4219055175781229
40040000, 40048461, 40040000, 40061714, 80000000, 80025164, 80000, 81965, 0.001, 0.0010242462158203125,-2.424621582031248
40040000, 40049814, 40040000, 40060157, 80000000, 80022348, 80000, 81504, 0.001, 0.001018524169921875,-1.8524169921874978
40040000, 40049385, 40040000, 40062783, 80000000, 80024576, 80000, 82422, 0.001, 0.00102996826171875,-2.996826171874998
45004500, 45007315, 45004500, 45047606, 90000000, 90029699, 9000, 9315, 1.0E-4, 1.0347366333007812E-4,-3.47366333007812
45004500, 45008940, 45004500, 45047944, 90000000, 90029213, 9000, 10045, 1.0E-4, 1.1157989501953125E-4,-11.579895019531245
45004500, 45007150, 45004500, 45048019, 90000000, 90028850, 9000, 9058, 1.0E-4, 1.0061264038085938E-4,-0.6126403808593702
45004500, 45008408, 45004500, 45046251, 90000000, 90029322, 9000, 9444, 1.0E-4, 1.049041748046875E-4,-4.904174804687496
45004500, 45008981, 45004500, 45046922, 90000000, 90029273, 9000, 8757, 1.0E-4, 9.72747802734375E-5,2.7252197265625044
45009000, 45011768, 45009000, 45054596, 90000000, 90031732, 18000, 18631, 2.0E-4, 2.0694732666015625E-4,-3.47366333007812
45009000, 45013128, 45009000, 45051366, 90000000, 90032668, 18000, 19490, 2.0E-4, 2.1648406982421875E-4,-8.24203491210937
45009000, 45012219, 45009000, 45051502, 90000000, 90031010, 18000, 18245, 2.0E-4, 2.0265579223632812E-4,-1.3278961181640576
