real_1,est_1,real_2,est_2,real_1∪2,est_1∪2,real_1∩2,est_1∩2,real_jaccard,est_jaccard,jaccard_error
1650000, 1648470, 1650000, 1650103, 3000000, 2998456, 300000, 299358, 0.1, 0.09983750968547592,0.16249031452408857
2020000, 2020711, 2020000, 2017859, 4000000, 3997627, 40000, 39568, 0.01, 0.009897906832423375,1.0209316757662548
2020000, 2020921, 2020000, 2017354, 4000000, 3997553, 40000, 40078, 0.01, 0.010025669073387337,-0.2566907338733687
2020000, 2020441, 2020000, 2018102, 4000000, 3997984, 40000, 39984, 0.01, 0.01000122656023783,-0.012265602378300905
2020000, 2020863, 2020000, 2017579, 4000000, 3996982, 40000, 39660, 0.01, 0.00992252421398373,0.7747578601626989
2020000, 2020504, 2020000, 2018084, 4000000, 3997614, 40000, 39984, 0.01, 0.010002094738174531,-0.02094738174531277
2040000, 2041189, 2040000, 2038042, 4000000, 3997688, 80000, 79867, 0.02, 0.019978302230770396,0.10848884614802351
2040000, 2040786, 2040000, 2037510, 4000000, 3996901, 80000, 79769, 0.02, 0.019957766674881815,0.21116662559092503
2040000, 2040731, 2040000, 2037148, 4000000, 3997042, 80000, 79421, 0.02, 0.019870153656920443,0.6492317153977862
2040000, 2041112, 2040000, 2037196, 4000000, 3998172, 80000, 80211, 0.02, 0.020062066335145887,-0.3103316757294312
2040000, 2040969, 2040000, 2037473, 4000000, 3997903, 80000, 79710, 0.02, 0.019938178708227363,0.309106458863187
2060000, 2060153, 2060000, 2056620, 4000000, 3995247, 120000, 120123, 0.03, 0.030066540658818627,-0.22180219606209492
2060000, 2060412, 2060000, 2057593, 4000000, 3996867, 120000, 119763, 0.03, 0.02996446005326791,0.11846648910696553
2060000, 2061075, 2060000, 2057393, 4000000, 3997749, 120000, 120146, 0.03, 0.03005355524614018,-0.17851748713393809
2060000, 2060896, 2060000, 2057012, 4000000, 3996874, 120000, 119766, 0.03, 0.02996500339435708,0.11665535214306726
2080000, 2080949, 2080000, 2077437, 4000000, 3997062, 160000, 160147, 0.04, 0.04006622813306567,-0.16557033266417776
2060000, 2061355, 2060000, 2056935, 4000000, 3997473, 120000, 119979, 0.03, 0.03001391841066873,-0.04639470222909947
2080000, 2081494, 2080000, 2078024, 4000000, 3998529, 160000, 160448, 0.04, 0.04012686201879296,-0.31715504698239666
2080000, 2080525, 2080000, 2077006, 4000000, 3996262, 160000, 159490, 0.04, 0.03990981528938929,0.22546177652677316
2080000, 2081151, 2080000, 2077009, 4000000, 3997520, 160000, 160434, 0.04, 0.04013359381476096,-0.33398453690240343
2080000, 2081302, 2080000, 2077192, 4000000, 3997439, 160000, 159550, 0.04, 0.03991318472051081,0.21703819872298177
2100000, 2100801, 2100000, 2096693, 4000000, 3998247, 200000, 200615, 0.05, 0.05017585913347372,-0.35171826694743724
2100000, 2100741, 2100000, 2097343, 4000000, 3996861, 200000, 200040, 0.05, 0.05004945908674888,-0.09891817349776122
2100000, 2100596, 2100000, 2097750, 4000000, 3997103, 200000, 199334, 0.05, 0.04986977343378049,0.2604531324390258
2100000, 2100596, 2100000, 2097750, 4000000, 3997103, 200000, 199334, 0.05, 0.04986977343378049,0.2604531324390258
2100000, 2099900, 2100000, 2097960, 4000000, 3997170, 200000, 199312, 0.05, 0.04986333288524443,0.2733342295111463
2120000, 2119957, 2120000, 2117096, 4000000, 3997062, 240000, 239327, 0.06, 0.05987585585747061,0.2069069042156512
2120000, 2120292, 2120000, 2117980, 4000000, 3996995, 240000, 239528, 0.06, 0.05992716208843835,0.12139651926940803
2120000, 2120246, 2120000, 2118765, 4000000, 3996740, 240000, 240243, 0.06, 0.060109920147695395,-0.18320024615899508
2120000, 2120141, 2120000, 2118562, 4000000, 3998798, 240000, 240315, 0.06, 0.06009681888797168,-0.1613648132861347
2120000, 2119861, 2120000, 2117200, 4000000, 3997291, 240000, 239813, 0.06, 0.0599940180734836,0.009969877527334081
2140000, 2140411, 2140000, 2137028, 4000000, 3995718, 280000, 279829, 0.07, 0.07003244556181462,-0.04635080259230666
2140000, 2139801, 2140000, 2138037, 4000000, 3997204, 280000, 279614, 0.07, 0.06995264273691934,0.06765323297238032
2140000, 2140311, 2140000, 2137788, 4000000, 3997560, 280000, 280070, 0.07, 0.07006034441234489,-0.08620630334983471
2140000, 2139254, 2140000, 2138530, 4000000, 3996450, 280000, 278187, 0.07, 0.06960862129905397,0.5591124299229072
2140000, 2140489, 2140000, 2137594, 4000000, 3996578, 280000, 279742, 0.07, 0.06999549648456929,0.006433593472449888
2160000, 2160100, 2160000, 2157077, 4000000, 3997015, 320000, 319660, 0.08, 0.07997481707935253,0.031478650809341896
2160000, 2161114, 2160000, 2158977, 4000000, 3998718, 320000, 319941, 0.08, 0.08001108877177851,-0.013860964723135666
2160000, 2159472, 2160000, 2158397, 4000000, 3997392, 320000, 318867, 0.08, 0.0797689920370473,0.2887599536908689
2160000, 2160573, 2160000, 2157057, 4000000, 3996733, 320000, 319182, 0.08, 0.07986075130440627,0.17406086949216248
2160000, 2159484, 2160000, 2157398, 4000000, 3994905, 320000, 319151, 0.08, 0.07988972691108182,0.1378413611477329
2180000, 2180818, 2180000, 2178093, 4000000, 3998307, 360000, 359389, 0.09, 0.08988540650977946,0.12732610024504543
2180000, 2179068, 2180000, 2178194, 4000000, 3996188, 360000, 358606, 0.09, 0.08973714075735457,0.2920658251615798
2180000, 2180156, 2180000, 2177714, 4000000, 3998051, 360000, 359275, 0.09, 0.08986267642906069,0.1525817454881161
2180000, 2180230, 2180000, 2179172, 4000000, 3997944, 360000, 360279, 0.09, 0.09011607555412425,-0.12897283791583738
2180000, 2179936, 2180000, 2179285, 4000000, 3998496, 360000, 360139, 0.09, 0.09006881326107204,-0.07645917896893321
2200000, 2199747, 2200000, 2197881, 4000000, 3996679, 400000, 399361, 0.1, 0.0999234296782534,0.07657032174659961
2200000, 2201454, 2200000, 2197190, 4000000, 3997385, 400000, 400049, 0.1, 0.10007774203088174,-0.07774203088173337
2200000, 2201454, 2200000, 2197190, 4000000, 3997385, 400000, 400049, 0.1, 0.10007774203088174,-0.07774203088173337
2200000, 2199949, 2200000, 2196387, 4000000, 3997513, 400000, 398555, 0.1, 0.09970085319290628,0.2991468070937253
2200000, 2199333, 2200000, 2198029, 4000000, 3997022, 400000, 400304, 0.1, 0.10015078377315668,-0.15078377315667912
2525000, 2525396, 2525000, 2522820, 5000000, 4999934, 50000, 49971, 0.01, 0.009994411365517705,0.05588634482295643
2525000, 2525233, 2525000, 2522607, 5000000, 5000628, 50000, 50136, 0.01, 0.010026114432898723,-0.26114432898722767
2525000, 2525383, 2525000, 2522477, 5000000, 4999782, 50000, 49584, 0.01, 0.009917272894398194,0.8272710560180626
2525000, 2524823, 2525000, 2522857, 5000000, 5000379, 50000, 49759, 0.01, 0.009951126763152573,0.4887323684742671
2525000, 2524983, 2525000, 2523063, 5000000, 4999934, 50000, 49987, 0.01, 0.009997562851128022,0.02437148871978212
2550000, 2550549, 2550000, 2548033, 5000000, 4999814, 100000, 100148, 0.02, 0.020030433021877216,-0.15216510938607583
2550000, 2549486, 2550000, 2547746, 5000000, 4998437, 100000, 100051, 0.02, 0.020016535993099847,-0.08267996549923481
2550000, 2550049, 2550000, 2548107, 5000000, 5000867, 100000, 100130, 0.02, 0.02002258462669713,-0.11292313348565397
2550000, 2550272, 2550000, 2547656, 5000000, 5000357, 100000, 100232, 0.02, 0.020045138854237848,-0.22569427118923624
2550000, 2550218, 2550000, 2548367, 5000000, 4999988, 100000, 100072, 0.02, 0.020014507300659866,-0.07253650329932734
2575000, 2575419, 2575000, 2573375, 5000000, 5000379, 150000, 150181, 0.03, 0.030034061573450357,-0.11353857816786181
2575000, 2574552, 2575000, 2571391, 5000000, 4996140, 150000, 149274, 0.03, 0.029877899505861266,0.4070016471291113
2575000, 2574228, 2575000, 2570600, 5000000, 4995252, 150000, 149416, 0.03, 0.02991175939040638,0.29413536531206164
2575000, 2573962, 2575000, 2571656, 5000000, 4997657, 150000, 150896, 0.03, 0.03019351205628754,-0.6450401876251348
2575000, 2575757, 2575000, 2571854, 5000000, 5000172, 150000, 150828, 0.03, 0.030164621201059307,-0.548737336864361
2600000, 2600886, 2600000, 2596628, 5000000, 4999207, 200000, 200380, 0.04, 0.04008252980753725,-0.2063245188431255
2600000, 2599849, 2600000, 2596342, 5000000, 4997516, 200000, 199156, 0.04, 0.03985100131800061,0.37249670499847964
2600000, 2601484, 2600000, 2597108, 5000000, 4999587, 200000, 199118, 0.04, 0.039827043562667294,0.4323910933317666
2600000, 2599673, 2600000, 2597011, 5000000, 4996627, 200000, 200173, 0.04, 0.04006180002826285,-0.15450007065712784
2600000, 2600609, 2600000, 2595914, 5000000, 4996508, 200000, 199729, 0.04, 0.0399737752869904,0.06556178252400263
2625000, 2624504, 2625000, 2621130, 5000000, 4999673, 250000, 250548, 0.05, 0.05011292965795445,-0.2258593159088912
2625000, 2624755, 2625000, 2621786, 5000000, 4995847, 250000, 249484, 0.05, 0.04993834998610445,0.12330002779110949
2625000, 2626147, 2625000, 2622020, 5000000, 4998968, 250000, 250681, 0.05, 0.05014668224974065,-0.29336449948129395
2625000, 2624892, 2625000, 2621796, 5000000, 4997256, 250000, 248965, 0.05, 0.049820420809438035,0.3591583811239363
2650000, 2651734, 2650000, 2647189, 5000000, 4998882, 300000, 299420, 0.06, 0.059897560993545956,0.17073167742340245
2650000, 2650053, 2650000, 2647843, 5000000, 4996725, 300000, 299199, 0.06, 0.05987913224008809,0.2014462665198465
2625000, 2625710, 2625000, 2621828, 5000000, 4997050, 250000, 249963, 0.05, 0.05002211601399035,-0.04423202798069237
2650000, 2650188, 2650000, 2647306, 5000000, 4999380, 300000, 300015, 0.06, 0.06001062079101256,-0.017701318354273098
2650000, 2650892, 2650000, 2646723, 5000000, 4996909, 300000, 300651, 0.06, 0.06016752601013351,-0.2792100168891888
2650000, 2651310, 2650000, 2648631, 5000000, 5001920, 300000, 301074, 0.06, 0.060191791484138786,-0.31965247356464715
2675000, 2674274, 2675000, 2672431, 5000000, 4996779, 350000, 350299, 0.07, 0.07010500779323935,-0.15001113319905643
2675000, 2674707, 2675000, 2673043, 5000000, 4998708, 350000, 348920, 0.07, 0.06980219577035023,0.2825774709282588
2675000, 2675703, 2675000, 2671019, 5000000, 4995479, 350000, 349387, 0.07, 0.06994078656000437,0.08459062856519935
2675000, 2676118, 2675000, 2672936, 5000000, 4998968, 350000, 349680, 0.07, 0.06995049309923704,0.07072414394709847
2675000, 2674926, 2675000, 2672868, 5000000, 4996844, 350000, 349916, 0.07, 0.07002756386785103,-0.03937695407288785
2700000, 2698782, 2700000, 2697428, 5000000, 4996129, 400000, 398931, 0.08, 0.07984815443866157,0.18980695167303968
2700000, 2700249, 2700000, 2698912, 5000000, 4995447, 400000, 398798, 0.08, 0.07983240957209278,0.20948803488402348
2700000, 2701938, 2700000, 2697276, 5000000, 5002007, 400000, 399502, 0.08, 0.0798684911937943,0.16438600775712728
2700000, 2699430, 2700000, 2699636, 5000000, 5000118, 400000, 400144, 0.08, 0.0800270605148116,-0.03382564351448944
2700000, 2700176, 2700000, 2698521, 5000000, 4998719, 400000, 399723, 0.08, 0.07996524757426388,0.04344053217015739
2725000, 2724811, 2725000, 2722337, 5000000, 4995793, 450000, 448987, 0.09, 0.08987319029021551,0.14089967753831856
2725000, 2723264, 2725000, 2722278, 5000000, 4997321, 450000, 449863, 0.09, 0.0900209757919504,-0.023306435500445064
2725000, 2724330, 2725000, 2723392, 5000000, 4996053, 450000, 448394, 0.09, 0.08974965143267213,0.27816507480873637
2725000, 2725379, 2725000, 2721158, 5000000, 4997375, 450000, 449287, 0.09, 0.08990464523530858,0.10594973854601472
2750000, 2750176, 2750000, 2748276, 5000000, 4997646, 500000, 497692, 0.1, 0.09958537611634052,0.4146238836594818
2725000, 2725203, 2725000, 2723187, 5000000, 5000824, 450000, 449264, 0.09, 0.08983815717462575,0.17982536152694492
2750000, 2749233, 2750000, 2743532, 5000000, 4993466, 500000, 497075, 0.1, 0.09954515052275903,0.45484947724097613
2750000, 2750628, 2750000, 2747220, 5000000, 4996898, 500000, 500048, 0.1, 0.10007175937599812,-0.07175937599811222
2750000, 2750610, 2750000, 2745797, 5000000, 4996920, 500000, 499942, 0.1, 0.100050115939075,-0.05011593907498779
2750000, 2749548, 2750000, 2749018, 5000000, 4999901, 500000, 498892, 0.1, 0.09978039363167794,0.21960636832206448
3030000, 3029161, 3030000, 3030144, 6000000, 5999747, 60000, 59719, 0.01, 0.00995367595625845,0.46324043741550675
3030000, 3029033, 3030000, 3029699, 6000000, 6000656, 60000, 59875, 0.01, 0.009978196560711021,0.2180343928897925
3030000, 3029741, 3030000, 3029975, 6000000, 6001110, 60000, 60113, 0.01, 0.010017008583189572,-0.17008583189571935
3030000, 3028953, 3030000, 3029284, 6000000, 5998681, 60000, 59668, 0.01, 0.009946901974510116,0.5309802548988419
3030000, 3028991, 3030000, 3030373, 6000000, 6001670, 60000, 59987, 0.01, 0.009995099301106728,0.04900698893271771
3060000, 3058657, 3060000, 3060167, 6000000, 5999083, 120000, 119388, 0.02, 0.01990115931194904,0.4942034402547965
3060000, 3059487, 3060000, 3059414, 6000000, 6000166, 120000, 119606, 0.02, 0.01993391608161713,0.33041959191435627
3060000, 3060016, 3060000, 3060317, 6000000, 6003140, 120000, 120921, 0.02, 0.020143090282817484,-0.715451414087416
3060000, 3058803, 3060000, 3060463, 6000000, 5999240, 120000, 120741, 0.02, 0.020126142438787537,-0.6307121939376839
3060000, 3058962, 3060000, 3059612, 6000000, 5997249, 120000, 119749, 0.02, 0.019967466120658608,0.16266939670696312
3090000, 3088823, 3090000, 3088203, 6000000, 5995853, 180000, 179253, 0.03, 0.02989626371313993,0.3457876228669018
3090000, 3089669, 3090000, 3089058, 6000000, 5997685, 180000, 180794, 0.03, 0.030144038489844167,-0.4801282994805594
3090000, 3089643, 3090000, 3089307, 6000000, 6000778, 180000, 179967, 0.03, 0.02999062318874297,0.03125603752342915
3090000, 3090577, 3090000, 3088962, 6000000, 6000288, 180000, 181757, 0.03, 0.0302914742639807,-0.9715808799356727
3090000, 3089564, 3090000, 3089909, 6000000, 5998209, 180000, 180106, 0.03, 0.030026741578830504,-0.0891385961016821
3120000, 3118539, 3120000, 3120903, 6000000, 5999694, 240000, 240011, 0.04, 0.040003924829401426,-0.00981207350356228
3120000, 3117522, 3120000, 3119858, 6000000, 5998069, 240000, 239244, 0.04, 0.039886943410503355,0.2826414737416155
3120000, 3117823, 3120000, 3121346, 6000000, 5998366, 240000, 239342, 0.04, 0.03990126853743905,0.24682865640238139
3120000, 3119699, 3120000, 3118628, 6000000, 5998279, 240000, 240031, 0.04, 0.04001669132430485,-0.04172831076211525
3120000, 3117969, 3120000, 3119221, 6000000, 5998104, 240000, 238869, 0.04, 0.03982418382804814,0.4395404298796444
3150000, 3149397, 3150000, 3150497, 6000000, 5998593, 300000, 299226, 0.05, 0.049882833028087194,0.23433394382561812
3150000, 3148194, 3150000, 3149657, 6000000, 5997057, 300000, 300085, 0.05, 0.050038821348453846,-0.0776426969076871
3150000, 3150721, 3150000, 3147530, 6000000, 5993900, 300000, 298899, 0.05, 0.04986736300247265,0.26527399505470173
3150000, 3149266, 3150000, 3148835, 6000000, 5998279, 300000, 299605, 0.05, 0.0499485350833934,0.10292983321320837
3150000, 3148512, 3150000, 3150241, 6000000, 5996062, 300000, 299413, 0.05, 0.04993505140246481,0.12989719507038033
3180000, 3178110, 3180000, 3180259, 6000000, 5997476, 360000, 359527, 0.06, 0.05994651570614291,0.0891404897618182
3180000, 3179498, 3180000, 3178378, 6000000, 5996429, 360000, 360631, 0.06, 0.06014105431091737,-0.23509051819561635
3180000, 3179890, 3180000, 3180724, 6000000, 5999729, 360000, 360209, 0.06, 0.06003769046277536,-0.06281743795893274
3180000, 3178519, 3180000, 3179658, 6000000, 5999729, 360000, 359417, 0.06, 0.05990568280329645,0.15719532783924306
3180000, 3178447, 3180000, 3180715, 6000000, 5998716, 360000, 360329, 0.06, 0.06006777603560771,-0.11296005934618297
3210000, 3208085, 3210000, 3208159, 6000000, 5993377, 420000, 417921, 0.07, 0.06973058396575466,0.3848800489219301
3210000, 3209189, 3210000, 3209041, 6000000, 5996620, 420000, 420374, 0.07, 0.07010187255308602,-0.14553221869430055
3210000, 3208944, 3210000, 3212013, 6000000, 5997074, 420000, 421328, 0.07, 0.07025573012929652,-0.3653287561378766
3210000, 3210002, 3210000, 3209826, 6000000, 5998209, 420000, 420551, 0.07, 0.07011280829064813,-0.1611547009258894
3210000, 3210552, 3210000, 3208163, 6000000, 5996376, 420000, 418970, 0.07, 0.06987070086182565,0.1847130545348003
3240000, 3239563, 3240000, 3240064, 6000000, 5996237, 480000, 479505, 0.08, 0.07996780912897491,0.04023858878135847
3240000, 3238185, 3240000, 3237722, 6000000, 5992175, 480000, 480926, 0.08, 0.080259014278668,-0.3237678483349916
3240000, 3238850, 3240000, 3238761, 6000000, 5997493, 480000, 479767, 0.08, 0.07999473958412366,0.0065755198454253705
3240000, 3239966, 3240000, 3238527, 6000000, 5996254, 480000, 480902, 0.08, 0.08020044927588281,-0.25056159485351004
3240000, 3237389, 3240000, 3237764, 6000000, 5992802, 480000, 478754, 0.08, 0.07988826165631556,0.13967292960555266
3270000, 3270303, 3270000, 3267209, 6000000, 5999624, 540000, 540428, 0.09, 0.09007704010617291,-0.08560011796990903
3270000, 3269951, 3270000, 3268772, 6000000, 5997074, 540000, 539898, 0.09, 0.090027040889102,-0.03004543233556256
3270000, 3267593, 3270000, 3267684, 6000000, 5991931, 540000, 537643, 0.09, 0.08972783578378428,0.30240468468413034
3270000, 3268710, 3270000, 3269580, 6000000, 5997004, 540000, 538343, 0.09, 0.08976875086621056,0.25694348198826744
3270000, 3270374, 3270000, 3267669, 6000000, 5998820, 540000, 540687, 0.09, 0.09013224379471814,-0.14693754968682515
3300000, 3299367, 3300000, 3297733, 6000000, 5997196, 600000, 598308, 0.1, 0.09976464494669483,0.23535505330517237
3300000, 3299811, 3300000, 3296269, 6000000, 5992959, 600000, 599226, 0.1, 0.09998836485782363,0.011635142176377733
3300000, 3299338, 3300000, 3300004, 6000000, 5998296, 600000, 601684, 0.1, 0.10030924456116001,-0.30924456116000754
3300000, 3299579, 3300000, 3298350, 6000000, 5997423, 600000, 600256, 0.1, 0.10008568425503761,-0.08568425503760468
3300000, 3300042, 3300000, 3296191, 6000000, 5995382, 600000, 599344, 0.1, 0.09996767681264034,0.032323187359670214
3535000, 3532489, 3535000, 3537507, 7000000, 7009310, 70000, 69874, 0.01, 0.009968828565016614,0.3117143498338609
3535000, 3531945, 3535000, 3537572, 7000000, 7009055, 70000, 70426, 0.01, 0.010047963491789656,-0.479634917896557
3535000, 3533023, 3535000, 3537804, 7000000, 7009989, 70000, 70306, 0.01, 0.010029510190160304,-0.29510190160304123
3535000, 3532408, 3535000, 3537739, 7000000, 7010385, 70000, 70344, 0.01, 0.010034383829516312,-0.3438382951631222
3535000, 3532624, 3535000, 3536843, 7000000, 7008066, 70000, 69545, 0.01, 0.009923567521288092,0.7643247871190819
3570000, 3567777, 3570000, 3572073, 7000000, 7007670, 140000, 139640, 0.02, 0.019926859217340238,0.3657039132988135
3570000, 3566062, 3570000, 3569642, 7000000, 7005467, 140000, 139481, 0.02, 0.019910325428722557,0.448372856387217
3570000, 3567136, 3570000, 3569279, 7000000, 7006512, 140000, 138972, 0.02, 0.019834821867737863,0.825890661310686
3570000, 3567448, 3570000, 3572024, 7000000, 7008773, 140000, 139396, 0.02, 0.01988890684912953,0.5554657543523599
3570000, 3567289, 3570000, 3572117, 7000000, 7005156, 140000, 140493, 0.02, 0.020055772547666446,-0.2788627383322299
3605000, 3600733, 3605000, 3605493, 7000000, 7006483, 210000, 209469, 0.03, 0.029896594305420025,0.3446856485999142
3605000, 3603123, 3605000, 3605237, 7000000, 7010130, 210000, 210151, 0.03, 0.029978225784526715,0.0725807182442792
3605000, 3602856, 3605000, 3605175, 7000000, 7007585, 210000, 209713, 0.03, 0.029926666320636498,0.24444559787833767
3605000, 3601112, 3605000, 3605465, 7000000, 7009282, 210000, 210173, 0.03, 0.029985096428333097,0.049678572223004855
3605000, 3602766, 3605000, 3605599, 7000000, 7007077, 210000, 209357, 0.03, 0.029877993620135577,0.40668793288140687
3640000, 3636995, 3640000, 3641673, 7000000, 7004563, 280000, 279734, 0.04, 0.039935971145489656,0.1600721362758628
3640000, 3636009, 3640000, 3638978, 7000000, 7007105, 280000, 279376, 0.04, 0.03987042544272461,0.3239363931884821
3640000, 3637165, 3640000, 3640396, 7000000, 7006286, 280000, 279538, 0.04, 0.039898185722569444,0.25453569357639094
3640000, 3637680, 3640000, 3640300, 7000000, 7011093, 280000, 281532, 0.04, 0.04015532836497421,-0.38832091243551703
3640000, 3637924, 3640000, 3641395, 7000000, 7010781, 280000, 280610, 0.04, 0.04002554548609086,-0.06386371522714221
3675000, 3673318, 3675000, 3673895, 7000000, 7016478, 350000, 349575, 0.05, 0.04982209395831181,0.35581208337638615
3675000, 3672258, 3675000, 3674967, 7000000, 7010243, 350000, 349902, 0.05, 0.04991302688677776,0.17394622644448243
3675000, 3673549, 3675000, 3674702, 7000000, 7006031, 350000, 349482, 0.05, 0.04988308805718551,0.23382388562898093
3675000, 3674979, 3675000, 3674933, 7000000, 7007613, 350000, 351145, 0.05, 0.050109098315031644,-0.21819663006328316
3675000, 3672097, 3675000, 3673808, 7000000, 7009168, 350000, 349616, 0.05, 0.049879856707930444,0.2402865841391183
3710000, 3706583, 3710000, 3711438, 7000000, 7006427, 420000, 419806, 0.06, 0.0599173267737866,0.13778871035566762
3710000, 3709941, 3710000, 3708534, 7000000, 7008151, 420000, 421462, 0.06, 0.06013895445546512,-0.2315907591085344
3710000, 3709290, 3710000, 3711326, 7000000, 7010725, 420000, 420198, 0.06, 0.05993655143505667,0.1057476082388815
3710000, 3709367, 3710000, 3708312, 7000000, 7008546, 420000, 420298, 0.06, 0.05996948065204829,0.05086557991951467
3710000, 3707784, 3710000, 3711021, 7000000, 7007331, 420000, 420110, 0.06, 0.05995295946090237,0.07840089849604308
3745000, 3741153, 3745000, 3745944, 7000000, 7003379, 490000, 488755, 0.07, 0.06978855010589304,0.30207127729567346
3745000, 3742516, 3745000, 3746320, 7000000, 7004507, 490000, 491106, 0.07, 0.0701129503330967,-0.16135761870955664
3745000, 3743184, 3745000, 3745008, 7000000, 7009395, 490000, 489907, 0.07, 0.06989291693709716,0.1529758041469193
3745000, 3745992, 3745000, 3744698, 7000000, 7008829, 490000, 491822, 0.07, 0.07017190899209041,-0.24558427441486885
3745000, 3742081, 3745000, 3743082, 7000000, 7003153, 490000, 487575, 0.07, 0.06962222437546595,0.539679463620086
3780000, 3778906, 3780000, 3778548, 7000000, 7003125, 560000, 558397, 0.08, 0.0797355332024578,0.33058349692775474
3780000, 3779694, 3780000, 3781411, 7000000, 7008801, 560000, 559262, 0.08, 0.07979434381222232,0.257070234722101
3780000, 3777131, 3780000, 3777676, 7000000, 6998308, 560000, 559178, 0.08, 0.07990196853975248,0.12253932530939884
3780000, 3778924, 3780000, 3778106, 7000000, 7003040, 560000, 560670, 0.08, 0.08006094570651143,-0.07618213313928188
3780000, 3776065, 3780000, 3779470, 7000000, 7000785, 560000, 560013, 0.08, 0.07999292036798267,0.008849540021668018
3815000, 3813256, 3815000, 3812899, 7000000, 7005269, 630000, 630797, 0.09, 0.09004613757827395,-0.0512639758599535
3815000, 3814846, 3815000, 3816043, 7000000, 7002815, 630000, 629281, 0.09, 0.08986116109742255,0.15426544730827288
3815000, 3813336, 3815000, 3813367, 7000000, 7007840, 630000, 629316, 0.09, 0.08980184423372949,0.2201730736339009
3815000, 3815710, 3815000, 3813392, 7000000, 7007613, 630000, 630594, 0.09, 0.0899870782512237,0.01435749864032227
3815000, 3816703, 3815000, 3812862, 7000000, 7006794, 630000, 632327, 0.09, 0.09024492848693248,-0.2721427632583176
3850000, 3850046, 3850000, 3849075, 7000000, 7005213, 700000, 702072, 0.1, 0.10022141906932805,-0.22141906932804378
3850000, 3849106, 3850000, 3850805, 7000000, 7006935, 700000, 699688, 0.1, 0.09985654414752522,0.14345585247478587
3850000, 3851131, 3850000, 3849169, 7000000, 7004620, 700000, 699194, 0.1, 0.09981906626327341,0.18093373672659063
3850000, 3850002, 3850000, 3845874, 7000000, 7004310, 700000, 697377, 0.1, 0.09956402642042407,0.4359735795759351
3850000, 3850623, 3850000, 3847878, 7000000, 7007868, 700000, 700462, 0.1, 0.09995378048448927,0.046219515510731446
4040000, 4038188, 4040000, 4040892, 8000000, 8010388, 80000, 79555, 0.01, 0.009931501840430977,0.684981595690231
4040000, 4037276, 4040000, 4042335, 8000000, 8011710, 80000, 80602, 0.01, 0.01006055541715277,-0.6055541715276925
4040000, 4038832, 4040000, 4041723, 8000000, 8009750, 80000, 80076, 0.01, 0.009997386813941153,0.026131860588474165
4040000, 4037481, 4040000, 4040995, 8000000, 8010160, 80000, 80525, 0.01, 0.010052921660828464,-0.5292166082846405
4040000, 4038949, 4040000, 4041270, 8000000, 8009659, 80000, 80884, 0.01, 0.010098316345982272,-0.9831634598227168
4080000, 4077108, 4080000, 4081612, 8000000, 8009613, 160000, 160267, 0.02, 0.02000942893513,-0.04714467565000019
4080000, 4076682, 4080000, 4082138, 8000000, 8011026, 160000, 159192, 0.02, 0.019871643613089934,0.6417819345503305
4080000, 4077702, 4080000, 4082663, 8000000, 8010479, 160000, 159428, 0.02, 0.01990247431687169,0.48762841564155973
4080000, 4077939, 4080000, 4082320, 8000000, 8008611, 160000, 159901, 0.02, 0.019966252435874996,0.16873782062502146
4080000, 4076465, 4080000, 4083406, 8000000, 8007837, 160000, 159228, 0.02, 0.019884022867796405,0.5798856610179752
4120000, 4117049, 4120000, 4122354, 8000000, 8006972, 240000, 240251, 0.03, 0.030005241154028986,-0.01747051342995687
4120000, 4115511, 4120000, 4121426, 8000000, 8009157, 240000, 239452, 0.03, 0.029897280660399206,0.3423977986693102
4120000, 4118780, 4120000, 4121947, 8000000, 8010935, 240000, 242328, 0.03, 0.030249682862689538,-0.8322762089651298
4120000, 4118908, 4120000, 4121747, 8000000, 8009203, 240000, 240417, 0.03, 0.03001768786284983,-0.058959542832773736
4120000, 4117626, 4120000, 4122704, 8000000, 8014586, 240000, 241370, 0.03, 0.03011638802247614,-0.38796007492047
4160000, 4158542, 4160000, 4161843, 8000000, 8015820, 320000, 321653, 0.04, 0.04012735531029816,-0.3183882757453946
4160000, 4156792, 4160000, 4162308, 8000000, 8013856, 320000, 319272, 0.04, 0.039840076130080254,0.39980967479936663
4160000, 4155551, 4160000, 4162760, 8000000, 8009887, 320000, 319495, 0.04, 0.03988759416109781,0.2810145972554842
4160000, 4158302, 4160000, 4158629, 8000000, 8009340, 320000, 318811, 0.04, 0.03980494625637515,0.48763435906212443
4200000, 4195979, 4200000, 4202557, 8000000, 8016049, 400000, 399201, 0.05, 0.04980027046606158,0.3994590678768478
4160000, 4157801, 4160000, 4162308, 8000000, 8015866, 320000, 319533, 0.04, 0.039862621692902445,0.3434457677438905
4200000, 4198843, 4200000, 4202623, 8000000, 8012304, 400000, 399913, 0.05, 0.049912441156166755,0.1751176876664956
4200000, 4197688, 4200000, 4203551, 8000000, 8013582, 400000, 401964, 0.05, 0.05016039235186864,-0.3207847037372813
4200000, 4197688, 4200000, 4202838, 8000000, 8011072, 400000, 400931, 0.05, 0.05004716831654206,-0.09433663308411333
4200000, 4199473, 4200000, 4203796, 8000000, 8014769, 400000, 402515, 0.05, 0.05022167014585281,-0.4433402917056184
4240000, 4237677, 4240000, 4242662, 8000000, 8016780, 480000, 482677, 0.06, 0.06020845419224,-0.34742365373334244
